Directory Path,  Image Files,  Background MP3, Video Title,  Output File Name, Create Date
/var/www/photos/morocco-egypt_sep2023, .jpg|.JPG, /data/videos4youtube/mp3/background.mp3, "Morocco & Egypt Vacation\nSep 2-17, 2023", morocco-egypt_sep2023.mp4, 202309020101
/var/www/photos/year-2023, .jpg|.JPG, /data/videos4youtube/mp3/Feel-Good.mp3, "Highlights of 2023\nAll pictures from the year 2023", year-2023.mp4, 202312310101
